increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,1,4,1|1|2|2,mixed,0.125,5e-06,242133120.0,1.008888e-06,False,0.0,expected_zero_independently_supported
1,elastic,1,4,1|1|2|2,mixed,0.0625,2.5e-06,-5050990592.0,-2.1045794133333338e-05,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,16.0,0.00064,532734535567554.75,2.2197272315314787,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,8.0,0.00032,-754904078493904.6,-3.14543366039127,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,4.0,0.00016,42445538947547.234,0.17685641228144683,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,2.0,8e-05,77572882580.04333,0.00032322034408351395,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,1.0,4e-05,2114.158203125,8.808992513020836e-12,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,0.5,2e-05,11877.28125,4.948867187500001e-11,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,0.25,1e-05,-88854.5,-3.702270833333334e-10,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,0.125,5e-06,-1394856.0,-5.811900000000001e-09,False,0.0,expected_zero_independently_supported
1,elastic,2,4,1|1|2|2,mixed,0.0625,2.5e-06,-3603952.0,-1.5016466666666668e-08,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,16.0,0.00064,-126226445846.05237,-0.0005259435243585517,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,8.0,0.00032,10131056869127.295,0.04221273695469707,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,4.0,0.00016,56033215366138.94,0.2334717306922456,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,2.0,8e-05,14129854609.638916,5.887439420682883e-05,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,1.0,4e-05,-1983.1953125,-8.263313802083334e-12,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,0.5,2e-05,226377.0,9.432375000000002e-10,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,0.25,1e-05,-282192.0,-1.1758000000000002e-09,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,0.125,5e-06,-42698976.0,-1.7791240000000003e-07,False,0.0,expected_zero_independently_supported
1,elastic,3,4,1|1|2|2,mixed,0.0625,2.5e-06,973549568.0,4.056456533333334e-06,False,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,16.0,0.00064,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,8.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,4.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,2.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,1.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,0.5,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,0.25,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,0.125,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,4,4,1|1|2|2,mixed,0.0625,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,16.0,0.00064,42688359.118342355,0.17786816299309313,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,8.0,0.00032,-47505840.19396298,-0.19794100080817906,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,4.0,0.00016,-2667389.789511396,-0.011114124122964149,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,2.0,8e-05,2347.58972685528,9.781623861896999e-06,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,1.0,4e-05,2.4774344637989998e-06,1.0322643599162497e-14,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,0.5,2e-05,2.0497478544712067e-05,8.540616060296694e-14,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,0.25,1e-05,0.00016284361481666565,6.785150617361068e-13,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,0.125,5e-06,2.898275852203369e-05,1.2076149384180704e-13,False,0.0,expected_zero_independently_supported
1,elastic,1,2,1|2,mixed,0.0625,2.5e-06,-0.0039176344871521,-1.6323477029800415e-11,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,16.0,0.00064,-33992595.32996,-0.14163581387483334,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,8.0,0.00032,39097866.702713914,0.16290777792797465,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,4.0,0.00016,2769607.966157322,0.011540033192322174,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,2.0,8e-05,-1985.8657924992876,-8.274440802080364e-06,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,1.0,4e-05,-4.2980536818504333e-07,-1.7908557007710138e-15,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,0.5,2e-05,-1.2954697012901306e-06,-5.397790422042211e-15,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,0.25,1e-05,3.666616976261139e-06,1.527757073442141e-14,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,0.125,5e-06,-7.273629307746887e-06,-3.030678878227869e-14,False,0.0,expected_zero_independently_supported
1,elastic,2,2,1|2,mixed,0.0625,2.5e-06,1.8540769815444946e-05,7.725320756435394e-14,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,16.0,0.00064,-8695772.000329647,-0.036232383334706866,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,8.0,0.00032,8407981.43141823,0.03503325596424263,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,4.0,0.00016,-102218.27317623608,-0.00042590947156765036,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,2.0,8e-05,-361.72427323667944,-1.5071844718194976e-06,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,1.0,4e-05,1.9682920537889004e-07,8.201216890787085e-16,False,0.0,expected_zero_independently_supported
1,elastic,3,2,1|2,mixed,0.5,2e-05,2.604210749268532e-07,1.0850878121952215e-15,False,0.0,expected_zero_independently_supported
