increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification
1,elastic,5,3,1|1|2,mixed,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,0.125,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,5,3,1|1|2,mixed,0.0625,1.25e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,16.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,8.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,4.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,2.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,1.0,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,0.5,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported
1,elastic,6,3,1|1|2,mixed,0.25,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported
