source_id,repository,cache_path,acquisition_url,url_provenance,commit,license_spdx,sha256,bytes,source_form,is_umat,entry_interface,entry_routine,entry_line,entry_evidence,classification_basis,refusal_class,refusal_class_confident,duplicate_of,companion_files,terminal_state,kind,reason,stage,attempted,transformed,compiled,ntens,ntens_provenance,element_type,formulation,kinematics,deck,material_provenance,props_count,nstatv,activated,activation_amplitude,time_dependent,response_character,worst_stress_relative,worst_state_relative,primal_increments,precision_control,tangent_states_checked,tangent_states_agreeing,worst_tangent_relative,tangent_plateau,missing_companions,compile_defect,key,seconds
jgomezc1__ABAQUS-US/UELS/UEL9_ECO.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_ECO.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_ECO.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,b243ce660466d93a021a60044f23bf6251ca83c7920e98c7e41b64ddc137d125,41971,fixed,False,UEL,UEL,45,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 360 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 360 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,104971fd5a9563038f929b42,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_ECO_m.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_ECO_m.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_ECO_m.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,db633a6bebcd9cecf05fbe8040acdba42436b16134abf09135a1a4923f585650,45112,fixed,False,UEL,UEL,45,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 380 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 380 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,bd1b6ea9fd209c753e4281b0,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCLI.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCLI.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCLI.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,9c96503a85ab67d153b3355eca8af02740bdd8302686676b42e897f9ad6f7471,50279,fixed,False,UEL,UEL,57,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 57; the SUBROUTINE UMAT at line 280 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 57; the SUBROUTINE UMAT at line 280 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,99da190bf20086318b55af32,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCLI_R.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCLI_R.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCLI_R.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,369e956f04f8679423c3bb1cad1c060fe11e9ddfce439bc8710d49bca1e34b6d,45792,fixed,False,UEL,UEL,44,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 44; the SUBROUTINE UMAT at line 256 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 44; the SUBROUTINE UMAT at line 256 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,fdbef5c73cc2da780aa979ef,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCLK.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCLK.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCLK.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,d675e344349549fb5825cc4ea1ea071b07e6a2580899e1653a8191e70e3d5764,48272,fixed,False,UEL,UEL,62,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 62; the SUBROUTINE UMAT at line 298 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 62; the SUBROUTINE UMAT at line 298 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,37430fdeb5eee09f15998180,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCOI.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCOI.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCOI.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,8069a738683cbffdb36b691c4c0be8b0cb30081a7a11507f256b90feac423270,56479,fixed,False,UEL,UEL,72,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 72; the SUBROUTINE UMAT at line 415 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 72; the SUBROUTINE UMAT at line 415 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,c471dc45232d6fec5b568e56,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCON.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCON.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCON.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,03a9f6109e0050be5f13b8e555da06d99aff15c4b0e3f8f880b323bcc6f9266c,53589,fixed,False,UEL,UEL,45,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 277 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 45; the SUBROUTINE UMAT at line 277 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,ea7a01a770e23fa10b4909d1,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCOR.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCOR.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCOR.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,9b443808901b6d254d4bd303d04729de3b8a0abbe0df409b7c1c906214ad2a04,53133,fixed,False,UEL,UEL,72,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 72; the SUBROUTINE UMAT at line 412 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 72; the SUBROUTINE UMAT at line 412 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,d592c17e7bebb3d503b55610,0.0
jgomezc1__ABAQUS-US/UELS/UEL9_PCOR_KIN.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_PCOR_KIN.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_PCOR_KIN.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,0155b7bc88b4d0b8719c191c670faa4165cb8a29861f47ff91a239bd497c5daf,54691,fixed,False,UEL,UEL,74,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 74; the SUBROUTINE UMAT at line 425 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 74; the SUBROUTINE UMAT at line 425 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,77d4481de36e4ceac5575c26,0.1
jgomezc1__ABAQUS-US/UELS/UEL9_VPDCL.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_VPDCL.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_VPDCL.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,d7d01c176859475f4a9dccf57a891b9e454d05479ab7f902b35d5087fb68a11b,58067,fixed,False,UEL,UEL,64,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","line-for-line identical to HIT-FSW-314__abaqus/abaqus-umat/uel/UEL9_VPDCL.for, which carries the same answer; as a file it is other_abaqus_routine: this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 64; the SUBROUTINE UMAT at line 320 is called by UEL and is that routine's own callee, not this file's entry point; ifort -syntax-only accepted the published text as fixed form",duplicate_of_another_source,True,HIT-FSW-314__abaqus/abaqus-umat/uel/UEL9_VPDCL.for,,not_a_umat,external,Semantic check failed: no_ddsdde_read_after_disabled_assignment.,,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
jgomezc1__ABAQUS-US/UELS/UEL9_VPDCL_R.for,jgomezc1/ABAQUS-US,jgomezc1__ABAQUS-US/UELS/UEL9_VPDCL_R.for,https://github.com/jgomezc1/ABAQUS-US/blob/54181407aa7aa23055e33d354d0b2a3abc266365/UELS/UEL9_VPDCL_R.for,"reconstructed from the commit the acquisition pinned (54181407aa7a), whose owner/repo was recorded in an acquisition URL",54181407aa7aa23055e33d354d0b2a3abc266365,MIT,6986902db612077add3cc3fb51f5bb204ccbc762e09ce1d1a87cd6c0d2254bf5,58303,fixed,False,UEL,UEL,63,"SUBROUTINE UEL(RHS,AMATRX,SVARS,ENERGY,NDOFEL,NRHS,NSVARS,","this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 63; the SUBROUTINE UMAT at line 309 is called by UEL and is that routine's own callee, not this file's entry point",,,,,not_a_umat,external,"this file's Abaqus entry point is SUBROUTINE UEL (UEL, 36 arguments) at line 63; the SUBROUTINE UMAT at line 309 is called by UEL and is that routine's own callee, not this file's entry point",not_a_umat,True,True,True,,,,,finite,,,0,,,,,,,,,,,,,,,,aa9b2eab676c7a7e1ffb2125,0.0
jgomezc1__DRM-FEAP/matutil.for,jgomezc1/DRM-FEAP,jgomezc1__DRM-FEAP/matutil.for,https://github.com/jgomezc1/DRM-FEAP/blob/4ee72d46d2ce2f8038282d381339379b16fe080c/matutil.for,"reconstructed from the commit the acquisition pinned (4ee72d46d2ce), whose owner/repo was recorded in an acquisition URL",4ee72d46d2ce2f8038282d381339379b16fe080c,MIT,de865ed48377230f8aa5e213f483fc72b942f78e571cc8d28c3e19e6a503f7d5,4553,fixed,False,,,28,"SUBROUTINE UMAT(DDSDDE,NDI,NTENS,PROPS,NPROPS)",a unit shares an Abaqus name but not its interface: UMAT takes 5 arguments where the interface takes 37; ifort -syntax-only accepted the published text as fixed form,helper_or_module_only,True,,,not_a_umat,external,anchors not located: missing_stress_update_region; missing_stress_update_regions,,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
jgomezc1__WAVES/SOURCE/matutil.for,jgomezc1/WAVES,jgomezc1__WAVES/SOURCE/matutil.for,https://github.com/jgomezc1/WAVES/blob/17c399d9e0ff533d47705b272bc0ee9933a65307/SOURCE/matutil.for,"reconstructed from the commit the acquisition pinned (17c399d9e0ff), whose owner/repo was recorded in an acquisition URL",17c399d9e0ff533d47705b272bc0ee9933a65307,MIT,7c7e8fd740683c058a840913617dafa62371b113afb89a8eb11fd3de3629f7c2,4731,fixed,False,,,27,"SUBROUTINE UMAT(DDSDDE,NDI,PROPS,NPROPS)",a unit shares an Abaqus name but not its interface: UMAT takes 4 arguments where the interface takes 37; ifort -syntax-only accepted the published text as fixed form,helper_or_module_only,True,,,not_a_umat,external,anchors not located: missing_stress_update_region; missing_stress_update_regions,,True,False,False,6,,,,small strain,,,,,,,,,,,,,,,,,,,,
jpsferreira__UMAT-ABAQUS/src/_umat.for,jpsferreira/UMAT-ABAQUS,jpsferreira__UMAT-ABAQUS/src/_umat.for,https://github.com/jpsferreira/UMAT-ABAQUS/blob/e5ed4fbc58c08d11696614886326b7ae244bb72f/src/_umat.for,"reconstructed from the commit the acquisition pinned (e5ed4fbc58c0), whose owner/repo was recorded in an acquisition URL",e5ed4fbc58c08d11696614886326b7ae244bb72f,GPL-3.0,6cae6ffaf14090d9dc07efc54e7beab1ccda10dfd494f13dd4744eda12fe44cd,13352,fixed,True,UMAT,UMAT,26,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 26 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"UNIT2_OTI is passed to ONEM, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; UNIT4_OTI is passed to ONEM, which w",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
jpsferreira__UMAT-ABAQUS/test_in_abaqus/umat_general.for,jpsferreira/UMAT-ABAQUS,jpsferreira__UMAT-ABAQUS/test_in_abaqus/umat_general.for,https://github.com/jpsferreira/UMAT-ABAQUS/blob/e5ed4fbc58c08d11696614886326b7ae244bb72f/test_in_abaqus/umat_general.for,"reconstructed from the commit the acquisition pinned (e5ed4fbc58c0), whose owner/repo was recorded in an acquisition URL",e5ed4fbc58c08d11696614886326b7ae244bb72f,GPL-3.0,802ea62a554f66619338c1e267c8f7589d3cf2b81e0ce2cf0ec507e7734f28b8,52824,fixed,True,UMAT,UMAT,128,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,",SUBROUTINE UMAT at line 128 takes 37 arguments and is called by nothing else in this file; ifort -syntax-only accepted the published text as fixed form,genuine_umat,True,,,transform_refused,internal,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(I1,J1)=(ONE/TWO)*(PP1+PP2)",,True,False,False,6,,,,finite,,,,,,,,,,,,,,,,,,,,
