source_id,repository,cache_path,acquisition_url,url_provenance,commit,license_spdx,sha256,bytes,source_form,is_umat,entry_interface,entry_routine,entry_line,entry_evidence,classification_basis,refusal_class,refusal_class_confident,duplicate_of,companion_files,terminal_state,kind,reason,stage,attempted,transformed,compiled,ntens,ntens_provenance,element_type,formulation,kinematics,deck,material_provenance,props_count,nstatv,activated,activation_amplitude,time_dependent,response_character,worst_stress_relative,worst_state_relative,primal_increments,precision_control,tangent_states_checked,tangent_states_agreeing,worst_tangent_relative,tangent_plateau,missing_companions,compile_defect,key,seconds
Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE2.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE2.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/ShapeProgramming/Growth-CASE2.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,0aabab68c0584b620fb2d02b94519d896c89707d48af32453303599bcd13aa39,6056,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 5.324e-06, worst state difference 1.017e-07, against a tolerance of 1e-10; and this model's own sensitivity to round-off could not be measured against it: every way this harness has of computing the same mathematics differently (intrinsics, reassociation) reproduced the original bit for bit, so the model was never perturbed and its sensitivity to being perturbed is unmeasured -- not zero",primal_disagreed,True,True,True,6,,C3D8,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"CASE1.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 4 (paired deck Jeff97__growth-of-circular-plate/Bending/CASE1.inp)",2,4,True,0.010000000000000002,True,,5.323725665718202e-06,1.0166711490575328e-07,280,False,,,,,,,c79970f1e83445e04562be9d,175.9
Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE3.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE3.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/ShapeProgramming/Growth-CASE3.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,b4dd7bbf621d6fe44b2b871ca6f188a85c2de678362f9ffb502b79830ed745c1,6118,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"the original and the converted build differ because the original declares LAMBDA1, LAMBDA2 at single precision and the OTI type is built over doubles. Put to a run: the original with those declarations alone widened to REAL*8 agrees with the converted build to 0.000e+00 over 280 increments, so what the two builds disagree about is the author's own rounding and not the model; agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime ",verified,True,True,True,6,,C3D8,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"CASE1.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 4 (paired deck Jeff97__growth-of-circular-plate/Bending/CASE1.inp)",2,4,True,0.010000000000000002,True,irreversible,4.1021700339147974e-07,1.803152984161267e-07,280,True,2,2,4.1541969862475607e-11,0.001..0.1,,,4bd4bf5ff1f549835b12aeb8,156.1
Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE4.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE4.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/ShapeProgramming/Growth-CASE4.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,3a43e2991402fe65020f8e70e189262f90180594e6e8283672f97b83f09fcdfc,6057,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"the original and the converted build differ because the original declares LAMBDA1, LAMBDA2 at single precision and the OTI type is built over doubles. Put to a run: the original with those declarations alone widened to REAL*8 agrees with the converted build to 0.000e+00 over 280 increments, so what the two builds disagree about is the author's own rounding and not the model; agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime ",verified,True,True,True,6,,C3D8,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"CASE1.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 4 (paired deck Jeff97__growth-of-circular-plate/Bending/CASE1.inp)",2,4,True,0.010000000000000002,True,nonlinear_reversible,4.881936974215433e-07,4.137113178783803e-08,280,True,2,2,4.154222617938235e-11,0.01..0.1,,,1f6fdbdc4b15c6f49fdbf27e,155.3
Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE5.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE5.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/ShapeProgramming/Growth-CASE5.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,e5964279d0064d8cc8e6d486167edfb64a92562d7d02116f56dee6cabed91197,7090,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 1.263e-01, worst state difference 7.509e-03, against a tolerance of 1e-10; and this model's own sensitivity to round-off could not be measured against it: every way this harness has of computing the same mathematics differently (intrinsics, reassociation) reproduced the original bit for bit, so the model was never perturbed and its sensitivity to being perturbed is unmeasured -- not zero",primal_disagreed,True,True,True,6,,C3D8,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"CASE1.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 4 (paired deck Jeff97__growth-of-circular-plate/Bending/CASE1.inp)",2,4,True,0.010000000000000002,True,,0.12627951869590276,0.0075088004329710205,280,False,,,,,,,ba54848f9129a031a61224c1,174.6
Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE6.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/ShapeProgramming/Growth-CASE6.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/ShapeProgramming/Growth-CASE6.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,a97300b5455f66f32ac775e0296b4805ea56bd1689fd537551b42203da0dbbb3,6171,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"the original and the converted build differ because the original declares LAMBDA1, LAMBDA2 at single precision and the OTI type is built over doubles. Put to a run: the original with those declarations alone widened to REAL*8 agrees with the converted build to 0.000e+00 over 280 increments, so what the two builds disagree about is the author's own rounding and not the model; agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated regime ",verified,True,True,True,6,,C3D8,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Bending/CASE1.inp,"CASE1.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 4 (paired deck Jeff97__growth-of-circular-plate/Bending/CASE1.inp)",2,4,True,0.010000000000000002,True,nonlinear_reversible,6.206323590912361e-07,1.0310396177275029e-07,280,True,2,2,4.137682630425598e-11,0.01..0.1,,,0630aac961cbb0cd6d735032,155.4
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-101.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,45217e2db4d52429d02dbe490978ef50bbff14e0c005e5ee41425e885bf0dcac,6804,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,f04f30bab5366a8bb609926f,159.9
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-102.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-102.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-102.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,77214dfe6746bc3b0ff50601d2628618e282dfa7b8f3ec277e80c401a439a85a,6804,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,61041c51fcc3d91fcb82adf4,158.6
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-103.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-103.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-103.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,5d208eb1ebb9b3b84f3e21db5b9b0991c8062a55d4e00c606f720fee0c9a3810,6804,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,26329e837ff301d07394a070,159.6
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-11.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-11.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-11.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,478444c1a0214aace113643dadf89411d9278439c360ae3ccd8b055d0fb0f607,6803,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,68510a9b1cf2873beb6bfaeb,164.6
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-12.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-12.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-12.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,30b5d4d98cd7c657173a67b003eb3d19cbc1adaf8753f13138c2d1cedeb7a2fa,6803,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,6a4f4d4afd30c843dafee582,164.1
Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-13.for,Jeff97/growth-of-circular-plate,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-13.for,https://github.com/Jeff97/growth-of-circular-plate/blob/67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc/Wrinkle/l1-is-1--l2-is-13.for,"reconstructed from the commit the acquisition pinned (67e7e9afb06d), whose owner/repo was recorded in an acquisition URL",67e7e9afb06dd156f3ea4ad70ea2030b9e8048cc,Apache-2.0,5cfcf09997a0ea411a681ac8152fdc745dbfff03bfc6fe8eff72def553dc4ef3,6803,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,experiment_not_generated,internal,"this harness generated no experiment this source will run: the model produced no numbers at any amplitude from 8e-07 to 1, searched downward from 0.0001 and then upward to the ceiling, and again at the resolution the verification would use; there is no loading here this harness can drive it at",experiment_not_generated,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp,"l1-is-1--l2-is-101-H0001.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-circular-plate/Wrinkle/l1-is-1--l2-is-101-H0001.inp)",2,10,False,0.0,,,,,,,,,,,,,d1eaddf2d6d022168b3c5ade,161.7
Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example1/SweetMelon.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,67cfe6e779a86980f91b96f31483a293021d59a6a3a2acf077326c296a6cd0d2,7587,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 9.511e-03, worst state difference 1.360e-07, against a tolerance of 1e-10; and this model differs from itself by only 9.717e-08 when its arithmetic is reordered, so the difference is larger than its own conditioning accounts for",primal_disagreed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp,"SweetMelon.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp)",2,10,True,0.010000000000000002,True,,0.009510828035155901,1.3598765312080945e-07,280,False,,,,,,,e1a6158a7066fa709283a96b,173.7
Jeff97__growth-of-shell/Input files and UMAT/Example2/MorningGlory.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example2/MorningGlory.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example2/MorningGlory.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,aab4b50f9cc36251d834ae5f1dd3a8c1ef3918e0ef1ac3369d246a672c79251b,8388,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"the original and the converted build differ because the original declares G11, G12, G21, G22, G33, MMOD at single precision and the OTI type is built over doubles. Put to a run: the original with those declarations alone widened to REAL*8 agrees with the converted build to 0.000e+00 over 280 increments, so what the two builds disagree about is the author's own rounding and not the model; agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the acti",verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp,"SweetMelon.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp)",2,10,True,0.010000000000000002,True,nonlinear_reversible,1.5530099864812558e-05,1.1336170123137217e-06,280,True,2,2,1.9108416321823185e-08,0.001..0.1,,,5fd899ddb6b5cf91c4e0de6a,157.8
Jeff97__growth-of-shell/Input files and UMAT/Example3/Trachea.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example3/Trachea.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example3/Trachea.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,35f34da005b66e6eab4ccbf4a918a3b524e0f99833e876255b15b449b62f14d7,8007,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,tangent_not_verified,internal,"the two builds differ by 3.452e-06, and this model differs from ITSELF by 4.450e-06 when the same source is compiled so that the same mathematics is computed differently (reassociation). The conversion is no further from the original than the original is from another equally valid ordering of its own operations, so the difference is this model's conditioning and not the transform's; agreed at 0 of 2 states along the loading path where a difference could be taken; increment 4 did not: the closest",tangent_not_verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp,"SweetMelon.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp)",2,10,True,0.010000000000000002,True,nonlinear_reversible,3.452013279343437e-06,1.0775106419384724e-07,280,False,2,0,3.9267998072168685e-06,1e-06..0.1,,,b3cadd7c558a0603f5000dff,180.5
Jeff97__growth-of-shell/Input files and UMAT/Example4/Apple.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example4/Apple.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example4/Apple.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,8dc94bdede88cce943e45dc8b246d7b94a224cb7df01f704957512884c4d24e9,15201,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,fully_verified,verified,"the two builds differ by 1.189e-06, and this model differs from ITSELF by 1.422e-06 when the same source is compiled so that the same mathematics is computed differently (reassociation). The conversion is no further from the original than the original is from another equally valid ordering of its own operations, so the difference is this model's conditioning and not the transform's; agreed at all 2 states where a difference could be taken (increments 4, 2); 2 smooth state(s) inside the activated",verified,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp,"SweetMelon.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp)",2,10,True,0.010000000000000002,True,irreversible,1.189443063510612e-06,1.0775106419384724e-07,280,False,2,2,1.6044861453050567e-07,1e-07..0.1,,,c785bc22ea248f7465f9c92e,181.5
Jeff97__growth-of-shell/Input files and UMAT/Example5/CereusForbesiiSpiralis.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example5/CereusForbesiiSpiralis.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example5/CereusForbesiiSpiralis.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,97a44f4441f789ce1e0f3bb554aba4359549949c001a525cbb9a142e24bb6e06,12394,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,primal_disagreed,internal,"worst stress difference 4.670e-05, worst state difference 2.411e-07, against a tolerance of 1e-10; and this model differs from itself by only 1.624e-05 when its arithmetic is reordered, so the difference is larger than its own conditioning accounts for",primal_disagreed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp,"SweetMelon.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 10 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example1/SweetMelon.inp)",2,10,True,0.010000000000000002,True,,4.6696485201253614e-05,2.410747058525923e-07,280,False,,,,,,,30680cfd147bf91bf80d4500,179.3
Jeff97__growth-of-shell/Input files and UMAT/Example6/TendrilOfPumpkin.for,Jeff97/growth-of-shell,Jeff97__growth-of-shell/Input files and UMAT/Example6/TendrilOfPumpkin.for,https://github.com/Jeff97/growth-of-shell/blob/0d2b49676c4d7846f1038eff9b44c7882717c173/Input%20files%20and%20UMAT/Example6/TendrilOfPumpkin.for,"reconstructed from the commit the acquisition pinned (0d2b49676c4d), whose owner/repo was recorded in an acquisition URL",0d2b49676c4d7846f1038eff9b44c7882717c173,Apache-2.0,354fc705a6a083a552d126e146cf379f13189f5f0a4a05b99e8b9c702b097ca3,20439,fixed,True,UMAT,UMAT,2,"SUBROUTINE UMAT(STRESS,STATEV,DDSDDE,SSE,SPD,SCD,","SUBROUTINE UMAT at line 2 takes 37 arguments and is called by nothing else in this file; the offline compile did not settle whether the published text builds, so the refusal stays this project's",,,,,original_job_failed,internal,"original.sta was not written, so the analysis left no record; original.msg does not report an error count",original_job_failed,True,True,True,6,,C3D8H,three-dimensional continuum,finite,Jeff97__growth-of-shell/Input files and UMAT/Example6/TendrilOfPumpkin.inp,"TendrilOfPumpkin.inp *MATERIAL NeoHookean: 2 constants, *DEPVAR 30 (paired deck Jeff97__growth-of-shell/Input files and UMAT/Example6/TendrilOfPumpkin.inp)",2,30,False,0.0,,,,,,,,,,,,,a94589806f402348956d9ebd,199.6
