source,repository,bytes,lines,form,kinematics,ntens,nstatv_hint,anchor_status,helper_routines,declared_unsupported,stage,blocker_kind,blocker,original_compiles,compiled,compile_error,seconds
seekzzh__mat-model-lab/assets/templates/abaqus_umat.f,templates,2338,84,fixed,small strain,6,1,ready_with_json_contract,1,,source_does_not_compile,source_does_not_compile,"as shipped: <work>/templates/abaqus_umat/baseline/abaqus_umat.f:33:21:

   33 |       DDSDDE(1,1) = {{C11}}
      |                     1
Error: Invalid character in name at (1)
<work>",no,no,"abaqus_umat_oti.f:41:21:

   41 |       DDSDDE(1,1) = {{C11}}
      |                     1
Error: Invalid character in name at (1)
abaqus_umat_oti.f:42:21:

   42 |       DDSDDE(1,2) = {{C12}}
      |                     1
Error: Invalid character in name at (1)
abaqus_umat_oti.f:43:21:

   43 |   ",1.29
shayansss__bioumat/SUBROUTINES.FOR,shayansss__bioumat,15327,464,fixed,finite,6,33,ready_with_json_contract,7,,source_does_not_compile,source_does_not_compile,"as shipped: <work>/shayansss__bioumat/SUBROUTINES/baseline/SUBROUTINES.FOR:40:18:

   40 |        CALL RANDOM-NUMBER(RPHI)
      |                  1
Error: Syntax error in CALL statement at (1)
<work>",no,no,"SUBROUTINES_oti.FOR:41:18:

   41 |        CALL RANDOM-NUMBER(RPHI)
      |                  1
Error: Syntax error in CALL statement at (1)
SUBROUTINES_oti.FOR:522:9:

  522 |      1K2)*)
      |         1
Error: Expected a right parenthesis in expression at (1)
SUBROUTINES_oti.FOR:57:31:

   57 |  ",1.68
shayansss__hml/NONLIPLS.for,shayansss__hml,14794,467,fixed,finite,6,33,ready_with_json_contract,6,io_open;io_read,generated_not_compiled,compile_failed,"NONLIPLS_oti.for:241:30:

  241 |       TYPE(ONUMM6N1) :: C_OTI(N)
      |                              1
Error: Variable ‘n’ cannot appear in the expression at (1)
NONLIPLS_oti.for:476:6:

  476 |       HH_OTI=NS0_OTI*(RH_OTI*C_OTI)/(TWO*C_OTI+SEVEN)
      |      1
Error: Incompatible ranks 0 and 1",yes,no,"NONLIPLS_oti.for:241:30:

  241 |       TYPE(ONUMM6N1) :: C_OTI(N)
      |                              1
Error: Variable ‘n’ cannot appear in the expression at (1)
NONLIPLS_oti.for:476:6:

  476 |       HH_OTI=NS0_OTI*(RH_OTI*C_OTI)/(TWO*C_OTI+SEVEN)
      |      1
Error: Incompatible ranks 0 and 1",1.61
simoneponcioni__HFE/02_CODE/abq/UMAT_BIPHASIC.f,abq,55279,1730,fixed,finite,6,95,ready_with_json_contract,9,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call COMPUTE_CCCC at lines [476], rewriting ['CCCC'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those calls, so pass-",,,,1.05
swayli94__AbaqusTools/LaRC05/umat.f90,LaRC05,14551,330,free,small strain,6,16,ready_with_json_contract,1,io_write;module_use,blocked,module_names_unresolved,"COMPUTEDAMAGEVARIABLES appears as COMPUTEDAMAGEVARIABLES(...) on the stress path but is not declared anywhere in this source, which USEs PLYTOOLS, FAILURECRITERIA, MATERIALRESPONSE without defining it. The transformer cannot read that module, so it cannot tell whether COMPUTEDAMAGEVARIABLES is an ar",,,,0.13
tengzhang48__CoupFE/examples/neo_hookean_umat/neo_hookean_umat.for,neo_hookean_umat,43767,1371,fixed,finite,6,49,ready_with_json_contract,29,data,blocked,complex_arithmetic,"B is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote B to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; BEST_NSQ is declared DOUBLE COMPLEX and is o",,,,0.36
tengzhang48__CoupFE/examples/ogden_umat/ogden_umat.for,ogden_umat,45585,1419,fixed,finite,6,50,ready_with_json_contract,29,data,blocked,complex_arithmetic,"B is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote B to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; BEST_NSQ is declared DOUBLE COMPLEX and is o",,,,0.36
tengzhang48__CoupFE/examples/small_strain_j2_umat/small_strain_j2.for,small_strain_j2_umat,55324,1789,fixed,small strain,6,17,ready_with_json_contract,35,,blocked,complex_arithmetic,"BEST_NSQ is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote BEST_NSQ to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; CUTBACK_Z is declared DOUBLE C",,,,0.43
tengzhang48__CoupFE/examples/small_strain_viscoelastic_umat/small_strain_viscoelastic.for,small_strain_viscoelastic_umat,55621,1793,fixed,small strain,6,16,ready_with_json_contract,35,,blocked,complex_arithmetic,"BEST_NSQ is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote BEST_NSQ to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; CUTBACK_Z is declared DOUBLE C",,,,0.46
tengzhang48__abaqus_ufl/examples/_template/template_umat.for,_template,61908,2020,fixed,small strain,6,21,ready_with_json_contract,38,data,blocked,complex_arithmetic,"BEST_NSQ is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote BEST_NSQ to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; CUTBACK_Z is declared DOUBLE C",,,,0.47
tengzhang48__abaqus_ufl/examples/neo_hookean_umat/neo_hookean_umat.for,neo_hookean_umat,52761,1669,fixed,finite,6,73,ready_with_json_contract,32,data,blocked,complex_arithmetic,"A11 is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote A11 to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; A12 is declared DOUBLE COMPLEX and is on",,,,0.42
tengzhang48__abaqus_ufl/examples/ogden_umat/ogden_umat.for,ogden_umat,54635,1720,fixed,finite,6,86,ready_with_json_contract,32,data,blocked,complex_arithmetic,"A11 is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote A11 to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; A12 is declared DOUBLE COMPLEX and is on",,,,0.41
tengzhang48__abaqus_ufl/examples/small_strain_j2_umat/small_strain_j2.for,small_strain_j2_umat,64605,2093,fixed,small strain,6,25,ready_with_json_contract,38,data,blocked,complex_arithmetic,"BEST_NSQ is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote BEST_NSQ to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; CUTBACK_Z is declared DOUBLE C",,,,0.53
tengzhang48__abaqus_ufl/examples/small_strain_viscoelastic_umat/small_strain_viscoelastic.for,small_strain_viscoelastic_umat,65045,2098,fixed,small strain,6,24,ready_with_json_contract,38,data,blocked,complex_arithmetic,"BEST_NSQ is declared DOUBLE COMPLEX and is on the stress path. The OTI type is built over the reals, so there is no complex shadow to promote BEST_NSQ to, and a real shadow would drop the imaginary part silently. Complex arithmetic on the stress path is not supported.; CUTBACK_Z is declared DOUBLE C",,,,0.5
thealanjason__umat_finite_viscoelasticity/UMAT/VISC_OGDEN_1EL.for,UMAT,38484,1003,fixed,finite,6,41,ready_with_json_contract,3,io_write,generated_not_compiled,compile_failed,"VISC_OGDEN_1EL_oti.for:678:9:

  678 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_1EL_oti.for:682:14:

  662 |       DO J=1,3
      |              2
......
  682 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside loop",yes,no,"VISC_OGDEN_1EL_oti.for:678:9:

  678 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_1EL_oti.for:682:14:

  662 |       DO J=1,3
      |              2
......
  682 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside loop",1.54
thealanjason__umat_finite_viscoelasticity/UMAT/VISC_OGDEN_2EL.for,UMAT,57083,1469,fixed,finite,6,58,ready_with_json_contract,3,io_write,generated_not_compiled,compile_failed,"VISC_OGDEN_2EL_oti.for:1126:9:

 1126 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_2EL_oti.for:1130:14:

 1110 |       DO J=1,3
      |              2
......
 1130 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",yes,no,"VISC_OGDEN_2EL_oti.for:1126:9:

 1126 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_2EL_oti.for:1130:14:

 1110 |       DO J=1,3
      |              2
......
 1130 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",2.3
thealanjason__umat_finite_viscoelasticity/UMAT/VISC_OGDEN_3EL.for,UMAT,75576,1920,fixed,finite,6,75,ready_with_json_contract,3,io_write,generated_not_compiled,compile_failed,"VISC_OGDEN_3EL_oti.for:1560:9:

 1560 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_3EL_oti.for:1564:14:

 1544 |       DO J=1,3
      |              2
......
 1564 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",yes,no,"VISC_OGDEN_3EL_oti.for:1560:9:

 1560 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_3EL_oti.for:1564:14:

 1544 |       DO J=1,3
      |              2
......
 1564 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",2.81
thealanjason__umat_finite_viscoelasticity/report/chapters/VISC_OGDEN_2EL.for,chapters,57384,1479,fixed,finite,6,58,ready_with_json_contract,3,io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/chapters/VISC_OGDEN_2EL/baseline/VISC_OGDEN_2EL.for:1034:6:

 1034 |       BTOTV(1) = BTOT(1,1)
      |      1
Error: The function result on the lhs of the assignment at (1) must have the pointer",no,no,"VISC_OGDEN_2EL_oti.for:1127:9:

 1127 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_2EL_oti.for:1131:14:

 1111 |       DO J=1,3
      |              2
......
 1131 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",2.28
thealanjason__umat_finite_viscoelasticity/simulation_input_files/VISC_OGDEN_1EL.for,simulation_input_files,38765,1012,fixed,finite,6,41,ready_with_json_contract,3,io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/simulation_input_files/VISC_OGDEN_1EL/baseline/VISC_OGDEN_1EL.for:569:6:

  569 |       BTOTV(1) = BTOT(1,1)
      |      1
Error: The function result on the lhs of the assignment at (1) must hav",no,no,"VISC_OGDEN_1EL_oti.for:677:9:

  677 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_1EL_oti.for:681:14:

  661 |       DO J=1,3
      |              2
......
  681 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside loop",1.91
thealanjason__umat_finite_viscoelasticity/simulation_input_files/VISC_OGDEN_2EL.for,simulation_input_files,57357,1478,fixed,finite,6,58,ready_with_json_contract,3,io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/simulation_input_files/VISC_OGDEN_2EL/baseline/VISC_OGDEN_2EL.for:1033:6:

 1033 |       BTOTV(1) = BTOT(1,1)
      |      1
Error: The function result on the lhs of the assignment at (1) must ha",no,no,"VISC_OGDEN_2EL_oti.for:1125:9:

 1125 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_2EL_oti.for:1129:14:

 1109 |       DO J=1,3
      |              2
......
 1129 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",2.29
thealanjason__umat_finite_viscoelasticity/simulation_input_files/VISC_OGDEN_3EL.for,simulation_input_files,75843,1929,fixed,finite,6,75,ready_with_json_contract,3,io_write,source_does_not_compile,source_does_not_compile,"as shipped: <work>/simulation_input_files/VISC_OGDEN_3EL/baseline/VISC_OGDEN_3EL.for:1483:6:

 1483 |       BTOTV(1) = BTOT(1,1)
      |      1
Error: The function result on the lhs of the assignment at (1) must ha",no,no,"VISC_OGDEN_3EL_oti.for:1559:9:

 1559 |       END DO
      |         1
Error: Expecting END IF statement at (1)
VISC_OGDEN_3EL_oti.for:1563:14:

 1543 |       DO J=1,3
      |              2
......
 1563 |       DO J=1,3
      |              1
Error: Variable ‘j’ at (1) cannot be redefined inside lo",2.7
thelfer__tfel/mtest/tests/mtest/castem/umat.f,castem,18807,446,fixed,finite,6,2,ready_with_json_contract,1,,semantic_checks_failed,other,"STRESS_OTI is passed to MOONEY, which was neither lifted, inlined, nor transformed with this file. Fortran's implicit interface makes that compile and the callee then reads a hypercomplex element as a single REAL, so the result is wrong with nothing to show for it.; DSTRAN_OTI is passed to MOONEY, w",,,,0.14
theysy__UMAT_optimization_public/UMAT_U2_OPTIMIZATION/Library/MML_U2SA.for,Library,163749,4435,fixed,small strain,6,237,ready_with_json_contract,60,common_block;io_write,blocked,deferred_shape_allocatable,"STAT_VAR is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.",,,,1.53
theysy__UMAT_optimization_public/UMAT_U3_OPTIMIZATION/Library/MML_U3SA.FOR,Library,170175,4576,fixed,small strain,6,258,ready_with_json_contract,58,common_block;io_write,blocked,deferred_shape_allocatable,"DEV_H0 is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; DEV_SIG is ",,,,1.36
theysy__mml_subroutine_public/MML_U2/MML_U2.for,MML_U2,164427,4447,fixed,small strain,6,238,ready_with_json_contract,58,common_block;io_write,blocked,deferred_shape_allocatable,"DEV_H0 is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; DEV_SIG is ",,,,1.31
theysy__mml_subroutine_public/MML_U3/MML_U3.FOR,MML_U3,171333,4608,fixed,small strain,6,259,ready_with_json_contract,58,common_block;io_write,blocked,deferred_shape_allocatable,"DEV_H0 is declared with a deferred shape (:) and is read on the stress path. Its extent is fixed by an ALLOCATE at run time whose bound this routine cannot evaluate where declarations are written, so there is no bound to declare a shadow with and none to count an initialisation loop to.; DEV_SIG is ",,,,1.37
tmfrln__paraqus/examples/example_abaqus_extrusion_umat.f,examples,32622,871,fixed,finite,6,33,ready_with_json_contract,20,io_write,transformed,none,,yes,yes,,1.5
toruinaba__manforge/archives/fortran_fixed_form/yu_kinematic_3d_abaqus.for,fortran_fixed_form,63372,1858,fixed,finite,6,133,ready_with_json_contract,35,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [1742], rewriting ['THETA_N', 'THETA_ROT'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those call",,,,0.67
toruinaba__manforge/archives/fortran_fixed_form/yu_kinematic_3d_fixed.for,fortran_fixed_form,63733,1829,fixed,small strain,6,133,ready_with_json_contract,34,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [1713], rewriting ['THETA_N', 'THETA_ROT'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those call",,,,0.68
toruinaba__manforge/fortran/j2_isotropic_3d.f90,fortran,14727,439,free,small strain,,28,,4,,transform_crashed,scanner_error,"HelperLiftingError: Cannot parse helper header for j2_isotropic_3d: 'subroutine j2_isotropic_3d(E, nu, sigma_y0, H, &'",,,,0.16
toruinaba__manforge/fortran/yu_kinematic_3d.f90,fortran,65928,1772,free,small strain,6,136,ready_with_json_contract,33,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [1665], rewriting ['THETA_N', 'THETA_ROT'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those call",,,,0.52
toruinaba__manforge/fortran/yu_kinematic_ps.f90,fortran,59102,1570,free,small strain,6,121,ready_with_json_contract,32,io_write,semantic_checks_failed,other,"Helper subroutine pass-through used despite lifting limitation: Completed JSON transforms helper call ROTSIG at lines [1460], rewriting ['THETA_N', 'THETA_ROT'], but helper lifting is not yet safe here: Helper lifting requires source definitions for ['ROTSIG']. The completed JSON rewrites those call",,,,0.48
victorlefevre__UMAT_Lefevre_Sozio_Lopez-Pamies/Examples/C3D8H/UT kappa_mu=1/UMAT_KLP_RK5_hybrid.f,UT kappa_mu=1,45274,1269,fixed,finite,6,7,ready_with_json_contract,22,io_write,transformed,none,,yes,yes,,1.67
vishalsubbiah__Abaqus-Multi-scale-modelling/Abaqus/umatcode3.f,Abaqus,4851,177,fixed,small strain,6,1,ready_with_json_contract,3,io_open;io_read,blocked,missing_ddsdde_extraction_point,"DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,1)=C_sam(1,1,1,1); DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,2)=C_sam(1,1,2,2); DDSDDE assignment is not covered by an old tangent replacement region: DDSDDE(1,3)=C_sam(1,1,3,3); DDS",,,,0.1
zning8251-jpg__ufc-fem-kernel/docs/02_Developer_Guide/Legacy_Adapters_Reference/Adapters/Material/Adapters/UMAT_Adapter.f90,Adapters,2945,56,free,small strain,6,1,needs_json_completion,1,,anchors_not_located,missing_ddsdde_extraction_point,missing_ddsdde_extraction_point; missing_real_output_extraction_point; missing_stress_update_region; missing_stress_update_regions,,,,0.01
zning8251-jpg__ufc-fem-kernel/docs/02_Developer_Guide/Legacy_Adapters_Reference/Adapters/Material/UMAT_Adapter.f90,Material,11618,290,free,finite,6,1,needs_json_completion,1,module_use,anchors_not_located,selected_routine_is_not_an_abaqus_umat,selected_routine_is_not_an_abaqus_umat,,,,0.06
zning8251-jpg__ufc-fem-kernel/tests/TEST_PH_Mat_UMAT.f90,tests,19294,492,free,,,,,9,io_write;module_use,not_a_umat,not_a_umat,the scanner finds no UMAT subroutine in this file,,,,0.03
zning8251-jpg__ufc-fem-kernel/ufc_core/L6_AP/Input/Script/AP_InpScript_User.f90,Script,16114,363,free,,,,,3,io_read;io_write;module_use,not_a_umat,not_a_umat,the scanner finds no UMAT subroutine in this file,,,,0.02
zorkzou__UniMoVib/src/math.f90,src,27278,937,free,small strain,6,3,needs_json_completion,33,data;io_write;save,anchors_not_located,selected_routine_is_not_an_abaqus_umat,selected_routine_is_not_an_abaqus_umat,,,,0.18
